proof_id,domain,theorem_name,proof_text,is_correct,flaw_type,flaw_span_start,flaw_span_end,baseline_prompt
13212,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13213,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13214,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,0,equivocation,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13215,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,0,base_case,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13216,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13217,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13218,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13219,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13220,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13221,Calculus,ContinuityLinear,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13222,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,0,equivocation,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13223,NumberTheory,SumFirstN,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13224,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13225,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13226,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13227,SetTheory,SubsetTransitive,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13228,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Therefore, for all n, n is prime.",0,non_sequitur,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13229,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",0,base_case,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13230,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13231,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13232,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=0 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,base_case,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13233,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13234,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13235,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13236,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13237,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13238,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13239,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13240,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13241,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",0,equivocation,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13242,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13243,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13244,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13245,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13246,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13247,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13248,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13249,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,0,equivocation,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13250,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13251,Calculus,ContinuityLinear,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13252,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13253,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,0,base_case,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13254,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13255,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13256,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,0,base_case,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13257,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13258,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=0 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,base_case,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13259,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13260,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13261,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",0,base_case,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13262,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",0,equivocation,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13263,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13264,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13265,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=0 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,base_case,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13266,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13267,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13268,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13269,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13270,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13271,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13272,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,0,base_case,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13273,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13274,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13275,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,0,base_case,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13276,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13277,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Therefore, for all n, n is prime.",0,non_sequitur,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13278,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13279,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Therefore, for all n, n is prime.",0,non_sequitur,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13280,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13281,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13282,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13283,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13284,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13285,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13286,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13287,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13288,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13289,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13290,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13291,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13292,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13293,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13294,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13295,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13296,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13297,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13298,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13299,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13300,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,0,equivocation,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13301,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13302,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13303,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,equivocation,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13304,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13305,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13306,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13307,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13308,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13309,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13310,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13311,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13312,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",0,equivocation,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13313,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13314,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13315,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13316,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13317,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
Therefore, for all n, n is prime.",0,non_sequitur,0,0,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13318,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13319,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
13320,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1,"You are a proof verifier. Output JSON: verdict, reason, error_type, error_span."
