proof_id,domain,theorem_name,verdict,location,explanation,score
12692,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12693,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12694,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12695,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12696,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12697,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12698,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12699,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12700,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12701,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12702,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12703,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12704,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12705,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12706,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12707,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12708,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12709,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12710,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12711,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12712,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12713,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12714,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12715,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12716,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12717,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12718,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12719,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12720,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12721,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12722,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12723,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12724,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12725,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12726,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12727,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12728,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12729,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12730,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12731,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12732,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12733,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12734,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12735,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12736,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12737,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12738,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12739,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12740,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12741,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12742,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12743,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12744,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12745,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12746,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12747,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12748,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12749,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12750,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12751,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12752,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12753,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12754,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12755,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12756,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12757,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12758,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12759,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12760,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12761,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12762,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12763,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12764,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12765,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12766,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12767,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12768,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12769,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12770,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12771,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12772,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12773,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12774,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12775,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12776,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12777,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12778,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12779,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12780,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12781,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12782,Logic,DeMorgan,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12783,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12784,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12785,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12786,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12787,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12788,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12789,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12790,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12791,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12792,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12793,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12794,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12795,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12796,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12797,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12798,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12799,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12800,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12801,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12802,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12803,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12804,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12805,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12806,Logic,DeMorgan,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12807,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12808,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12809,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12810,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12811,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12812,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12813,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12814,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12815,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12816,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12817,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12818,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12819,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12820,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12821,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12822,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12823,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12824,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12825,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12826,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12827,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12828,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12829,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12830,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12831,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12832,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12833,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12834,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12835,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12836,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12837,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12838,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12839,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12840,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12841,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12842,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12843,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12844,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12845,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12846,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12847,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12848,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12849,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12850,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12851,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12852,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12853,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12854,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12855,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12856,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12857,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12858,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12859,Logic,DeMorgan,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12860,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12861,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12862,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12863,Logic,DeMorgan,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12864,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12865,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12866,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12867,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12868,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12869,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12870,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12871,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12872,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12873,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12874,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12875,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12876,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12877,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12878,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12879,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12880,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12881,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12882,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12883,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12884,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12885,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12886,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12887,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12888,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12889,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12890,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12891,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12892,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12893,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12894,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12895,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12896,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12897,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12898,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12899,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12900,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12901,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12902,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12903,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12904,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12905,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12906,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12907,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12908,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12909,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12910,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12911,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12912,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12913,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12914,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12915,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12916,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12917,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12918,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12919,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
12920,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12921,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12922,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12923,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12924,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12925,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12926,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12927,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12928,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12929,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12930,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12931,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12932,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12933,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12934,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12935,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12936,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12937,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12938,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12939,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12940,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12941,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12942,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12943,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12944,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12945,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12946,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12947,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12948,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12949,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12950,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12951,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12952,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12953,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12954,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12955,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12956,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12957,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12958,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12959,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12960,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12961,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
